Documento;DatadoTracking;DescricaoDoTracking;Insucesso
2757453851;02/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2757158371;02/04/2025;REABERTURA POR BAIXA INDEVIDA;Transporte
2742814141;07/04/2025;ATRASO NA ENTREGA DE 4 DIAS;Transporte
2756371041;03/04/2025;PERDA LOGISTICA;Pendencia
2759740961;15/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2760230531;11/04/2025;CLIENTE AUSENTE;Cliente
2761798401;26/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2755601801;04/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2763882051;25/04/2025;RUA NAO LOCALIZADA;Cliente
2729852081;10/03/2025;PERDA LOGISTICA;Pendencia
2757410731;11/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2762103001;23/04/2025;CLIENTE AUSENTE;Cliente
2763748061;28/04/2025;CLIENTE MUDOU DE ENDERECO;Cliente
2744179631;02/04/2025;ATRASO NA ENTREGA DE 4 DIAS;Transporte
2760881711;14/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2762025501;22/04/2025;RUA NAO LOCALIZADA;Cliente
2762279911;21/04/2025;CLIENTE AUSENTE;Cliente
2753987481;09/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2759906731;15/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2758128601;04/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2755981551;04/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2758239061;07/04/2025;NUMERO NAO LOCALIZADO;Cliente
2759020991;14/04/2025;CLIENTE AUSENTE;Cliente
2761197201;17/04/2025;PERDA LOGISTICA;Pendencia
2756482961;11/04/2025;EXCESSO DE CHUVAS;Transporte
2760815781;14/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2764541321;28/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2758872911;09/04/2025;CLIENTE AUSENTE;Cliente
2760023131;22/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2763561281;29/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2763324551;23/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2764707771;30/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2761838041;30/04/2025;RUA NAO LOCALIZADA;Cliente
2758549101;05/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2760761441;14/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2756792011;22/04/2025;BARRAR ENTREGA;Cliente
2757354621;08/04/2025;CLIENTE AUSENTE;Cliente
2758465741;04/04/2025;PERDA LOGISTICA;Pendencia
2756446621;13/04/2025;CLIENTE AUSENTE;Cliente
2757699271;05/04/2025;CLIENTE AUSENTE;Cliente
2758954701;07/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2761758911;16/04/2025;CLIENTE AUSENTE;Cliente
2757790601;14/04/2025;CLIENTE AUSENTE 2;Cliente
2758778461;10/04/2025;NUMERO NAO LOCALIZADO;Cliente
2763371291;25/04/2025;RUA NAO LOCALIZADA;Cliente
2757016511;09/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2760963861;29/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2763739911;29/04/2025;RUA NAO LOCALIZADA;Cliente
2746404621;29/04/2025;BARRAR ENTREGA;Cliente
2763899971;24/04/2025;RUA NAO LOCALIZADA;Cliente
2757103051;03/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2764650691;26/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2762892361;23/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2758478711;05/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2763390372;26/04/2025;RUA NAO LOCALIZADA;Cliente
2761647191;17/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2753557141;29/05/2025;MERCADORIA INSUCESSO DEVOLVIDA;Cliente
2764609821;09/05/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2759908471;14/04/2025;INSUCESSO DE ENTREGA;Cliente
2754962511;24/03/2025;PERDA LOGISTICA;Pendencia
2746505941;29/04/2025;BARRAR ENTREGA;Cliente
2762361661;22/04/2025;RUA NAO LOCALIZADA;Cliente
2760770021;14/04/2025;RUA NAO LOCALIZADA;Cliente
2764158571;25/04/2025;CLIENTE AUSENTE 2;Cliente
2754812131;07/04/2025;EXTRAVIO POR FALTA DE INFORMACAO;Transporte
2757876421;03/04/2025;EXPEDICAO CANCELADA;CD
2759646241;23/04/2025;INSUCESSO DE ENTREGA;Cliente
2757453851;02/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2756371041;02/04/2025;103 TROCA DE CD (PROCESSO ONLINE);Transporte
2761798401;26/04/2025;CLIENTE AUSENTE;Cliente
2729852081;10/03/2025;PERDA LOGISTICA;Pendencia
2763748061;28/04/2025;REABERTURA POR BAIXA INDEVIDA;Transporte
2761197201;15/04/2025;PERDA LOGISTICA;Pendencia
2761838041;28/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2756792011;14/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2757790601;10/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2758778461;07/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2763739911;25/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2764650691;26/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2762892361;23/04/2025;RUA NAO LOCALIZADA;Cliente
2761647191;17/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2753557141;29/05/2025;MERCADORIA INSUCESSO DEVOLVIDA;Cliente
2764609821;30/04/2025;ROUBO;Transporte
2754962511;24/03/2025;PERDA LOGISTICA;Pendencia
2754812131;07/04/2025;EXTRAVIO POR FALTA DE INFORMACAO;Transporte
2759646241;11/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2756371041;01/04/2025;PERDA LOGISTICA;Pendencia
2761798401;23/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2763748061;28/04/2025;REABERTURA POR BAIXA INDEVIDA;Transporte
2761197201;15/04/2025;PERDA LOGISTICA;Pendencia
2761838041;28/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2756792011;14/04/2025;RUA NAO LOCALIZADA;Cliente
2757790601;10/04/2025;CLIENTE AUSENTE;Cliente
2758778461;07/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2763739911;25/04/2025;RUA NAO LOCALIZADA;Cliente
2753557141;24/03/2025;BARRAR ENTREGA;Cliente
2764609821;30/04/2025;CAMINHAO ROUBADO;Transporte
2759646241;11/04/2025;RUA NAO LOCALIZADA;Cliente
2756371041;01/04/2025;PERDA LOGISTICA;Pendencia
2761798401;23/04/2025;CLIENTE AUSENTE;Cliente
2753557141;24/03/2025;BARRAR ENTREGA;Cliente
2761798401;19/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2761798401;19/04/2025;CLIENTE AUSENTE;Cliente
2761798401;19/04/2025;REABERTURA POR BAIXA INDEVIDA;Transporte
2761798401;19/04/2025;REABERTURA POR BAIXA INDEVIDA;Transporte
2759529161;10/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2755692161;02/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2761035841;23/04/2025;FERIADO MUNICIPAL OU NACIONAL;Transporte
2754483171;03/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2758893891;07/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761417841;16/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2761214651;24/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2761518701;25/04/2025;ATRASO NA ENTREGA DE 4 DIAS;Transporte
2762099231;19/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2754051631;04/04/2025;MERCADORIA PENDENTE;Pendencia
2759249581;09/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2756370001;02/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2758211721;05/04/2025;ENTREGA COM DATA ESPECIAL - NAO CARREGOU;Cliente
2757491081;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761310211;19/04/2025;DIFICULDADES NA REGIAO DE ENTREGA;Transporte
2757372151;09/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2757942532;03/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759953801;15/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2759330101;08/04/2025;103 TROCA DE CD (PROCESSO ONLINE);Transporte
2761544281;16/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2756719321;30/03/2025;ALTER. P/ AGUARDAR ORDEM OU COMPENSACAO DE CHEQUE;Loja
2757681861;04/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2758829651;17/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759714761;15/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2758161441;08/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2736172131;28/02/2025;103 TROCA DE CD (PROCESSO ONLINE);Transporte
2764526071;30/04/2025;ROUBO;Transporte
2758139461;25/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2762571061;22/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2763025461;09/05/2025;ENTREGA COM DATA ESPECIAL;Cliente
2762651051;24/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2763116371;21/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2760109431;10/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759654151;08/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760191111;09/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763409441;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764709411;27/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762567451;17/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757451761;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759839381;08/04/2025;MERCADORIA PENDENTE;Pendencia
2748560421;10/04/2025;MERCADORIA PENDENTE;Pendencia
2762382201;16/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763392641;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763085231;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761462452;14/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761821781;14/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763306541;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763044621;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764580262;25/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760227281;09/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761782991;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762842961;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760249721;11/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765621481;29/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757857261;02/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757071841;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759759341;08/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759855061;09/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764348151;25/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758908651;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763650741;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761572651;14/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763467672;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761186171;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763396251;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764568541;30/04/2025;ROUBO;Transporte
2759623282;08/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763653082;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765071651;27/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761078071;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758826111;06/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757805312;02/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2752520041;15/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759326951;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763421251;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760053931;09/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764240251;24/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761239342;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756530601;29/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763093042;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757023331;14/04/2025;INSUCESSO DE ENTREGA;Cliente
2763948711;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758283631;11/04/2025;AVARIA DO PEDIDO PELO TRANSPORTADOR;Transporte
2745563061;20/02/2025;MERCADORIA PENDENTE;Pendencia
2763230021;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764450971;30/04/2025;ROUBO;Transporte
2764339371;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762682681;17/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761064671;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758503651;04/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763162951;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758935691;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761976392;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758882151;12/04/2025;FORA DE ITINERARIO - NAO CARREGOU;Roteirização
2763039451;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762960091;20/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763387572;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761278712;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760734601;11/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759937401;09/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759310601;09/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2764851601;26/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756799842;31/03/2025;ANÁLISE BARRAR ENTREGA;Cliente
2765741351;29/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2756799842;31/03/2025;ANÁLISE BARRAR ENTREGA;Cliente
2756799842;31/03/2025;ANÁLISE BARRAR ENTREGA;Cliente
2764927021;27/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759772161;09/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758121672;03/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762282751;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758899411;06/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764254621;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2751022151;05/05/2025;INSUCESSO DE ENTREGA;Cliente
2762783261;18/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758061761;05/04/2025;ENTREGA COM DATA ESPECIAL - NAO CARREGOU;Cliente
2760556871;10/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758557852;06/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763641211;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761880051;28/04/2025;INSUCESSO DE ENTREGA;Cliente
2765578721;29/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757612231;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758192711;03/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2756932171;31/03/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763870832;23/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759397381;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760198102;09/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757021541;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759014691;08/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759254801;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760846901;03/05/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2759529161;10/04/2025;RUA NAO LOCALIZADA;Cliente
2755692161;02/04/2025;RUA NAO LOCALIZADA;Cliente
2761035841;23/04/2025;FERIADO MUNICIPAL OU NACIONAL;Transporte
2754483171;03/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2758893891;05/04/2025;ALTER. P/ AGUARDAR ORDEM OU COMPENSACAO DE CHEQUE;Loja
2761417841;16/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2761214651;24/04/2025;CLIENTE AUSENTE;Cliente
2761518701;25/04/2025;ATRASO NA ENTREGA DE 4 DIAS;Transporte
2762099231;19/04/2025;RUA NAO LOCALIZADA;Cliente
2759249581;08/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2756370001;02/04/2025;RUA NAO LOCALIZADA;Cliente
2761310211;19/04/2025;RUA INTRANSITAVEL;Transporte
2757372151;09/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2759953801;15/04/2025;CLIENTE AUSENTE;Cliente
2759330101;08/04/2025;PERDA LOGISTICA;Pendencia
2761544281;16/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2757681861;04/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2758829651;12/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2759714761;15/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2758161441;08/04/2025;CLIENTE AUSENTE;Cliente
2736172131;28/02/2025;PERDA LOGISTICA;Pendencia
2764526071;30/04/2025;CAMINHAO ROUBADO;Transporte
2758139461;25/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2762571061;22/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2763025461;05/05/2025;PERDA LOGISTICA;Pendencia
2762651051;24/04/2025;CLIENTE AUSENTE;Cliente
2763116371;21/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2764568541;30/04/2025;CAMINHAO ROUBADO;Transporte
2758283631;11/04/2025;MERCADORIA DANIFICADA;Transporte
2764450971;30/04/2025;CAMINHAO ROUBADO;Transporte
2758882151;10/04/2025;ENTREGA COM DATA ESPECIAL;Cliente
2759310601;09/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2760846901;03/05/2025;CLIENTE AUSENTE;Cliente
2759249581;08/04/2025;RUA NAO LOCALIZADA;Cliente
2759330101;08/04/2025;PERDA LOGISTICA;Pendencia
2758829651;12/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2736172131;28/02/2025;PERDA LOGISTICA;Pendencia
2763025461;05/05/2025;PERDA LOGISTICA;Pendencia
2763025461;05/05/2025;EXPEDICAO CANCELADA;CD
2763025461;01/05/2025;EXPEDICAO CANCELADA;CD
2763025461;30/04/2025;EXPEDICAO CANCELADA;CD
2758557811;04/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763135171;25/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2760493381;10/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762022801;24/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2745958921;27/02/2025;PERDA LOGISTICA;Pendencia
2757498291;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764581041;30/04/2025;EXPEDICAO CANCELADA;CD
2757903401;15/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2754876071;08/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2762691192;22/04/2025;ENTREGA COM DATA ESPECIAL - NAO CARREGOU;Cliente
2757622721;04/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2763868691;25/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2758869131;10/04/2025;CLIENTE SO ESTA AOS SABADOS;Cliente
2760568481;10/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764145001;28/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2740749751;28/04/2025;AGUARDAR ORDEM - NAO CARREGOU;CD
2758335911;04/04/2025;MERCADORIA PENDENTE;Pendencia
2765484411;30/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2761710931;16/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759750801;10/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2761475621;17/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2759428791;07/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2756862191;07/04/2025;NUMERO NAO LOCALIZADO;Cliente
2757910151;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2765805231;30/04/2025;PERDA LOGISTICA;Pendencia
2758857951;07/04/2025;MERCADORIA PENDENTE;Pendencia
2764691771;29/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2748960051;17/04/2025;ATRASO NA ENTREGA DE 4 DIAS;Transporte
2762735181;19/04/2025;EXPEDIÇÃO CANCELADA NA ORIGEM DO EAD;CD
2757955731;10/04/2025;ATRASO NA ENTREGA DE 4 DIAS;Transporte
2758822241;06/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760359011;11/04/2025;PERDA LOGISTICA;Pendencia
2760794581;12/04/2025;ENTREGA COM DATA ESPECIAL - NAO CARREGOU;Cliente
2759908421;22/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2760231341;09/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761388801;15/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762852651;22/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2761492371;22/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2763471011;24/04/2025;ENTREGA COM DATA ESPECIAL - NAO CARREGOU;Cliente
2763762611;25/04/2025;ENTREGA COM DATA ESPECIAL - NAO CARREGOU;Cliente
2756654931;07/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2757602051;07/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2758553071;11/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2762421421;22/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2757516641;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759201331;14/04/2025;ENTREGA COM DATA ESPECIAL;Cliente
2758377171;09/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2759864891;10/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760089161;11/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764967871;28/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758812941;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758746981;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763244291;20/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762814321;20/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760138161;09/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759482171;09/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757537531;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761044071;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764116011;29/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2762861401;18/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758231021;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759823781;08/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2756685801;29/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764064551;23/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757947621;11/04/2025;INSUCESSO DE ENTREGA;Cliente
2758719751;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764029171;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757276171;29/04/2025;BARRAR ENTREGA;Cliente
2761910261;02/05/2025;INSUCESSO DE ENTREGA;Cliente
